214.3737875,52.5333356,0.6909
214.894692,52.8940515,1.7792
215.1591421,52.9754847,0.44781
214.3204283,52.3553786,0.2986
214.3193352,52.355605,0.4986
214.3278624,52.3517156,0.5933
214.3460769,52.3593639,0.794
214.329289,52.3577961,0.441782
214.3455607,52.3562896,0.9035
214.3423241,52.356028,0.821836
214.3331457,52.3531259,0.1542
214.3527006,52.3619019,1.36007
214.3429755,52.3608665,0.7501
214.3487813,52.3577941,1.02504
214.3303484,52.3553615,0.5524
214.3394491,52.354787,0.823973
214.3297139,52.3501115,0.36177
214.4062836,52.4007273,0.513
214.4094201,52.4012515,0.4194
214.3840368,52.3981116,0.6792
214.3845075,52.4021096,0.8218
214.3971356,52.3936645,0.3592
214.3897596,52.3932184,0.7886
214.3794391,52.3874539,0.992275
214.3786724,52.3901094,0.378137
214.4109214,52.4015759,1.40193
214.3937297,52.3972016,0.04
214.3751768,52.3934473,1.2089
214.3871176,52.3932729,0.378921
214.3819189,52.3977148,0.839536
214.3776739,52.397545,0.356002
214.3831867,52.3897431,0.4162
214.3770695,52.3744299,0.748307
214.3507588,52.3782294,0.83289
214.3582924,52.3903209,0.841
214.3288712,52.3641184,0.8167
214.3381339,52.4015729,0.531828
214.3240644,52.3747502,0.813375
214.2849085,52.3794134,0.4441
214.3311328,52.379068,0.4
214.3486543,52.3697854,0.715
214.3051842,52.3681721,0.7136
214.3166461,52.4046174,0.8458
214.3536643,52.4020734,0.8034
214.3439273,52.3961128,0.366435
214.3591865,52.3935554,1.0724
214.2961615,52.3797519,1.02579
214.3067334,52.379647,0.812909
214.3510061,52.366594,0.8775
214.3359498,52.400982,0.776912
214.3206747,52.3951228,0.8828
214.2826115,52.3936045,0.4592
214.3302646,52.388864,0.8722
214.3529209,52.379934,1.02333
214.3491224,52.3797525,0.354882
214.2945271,52.3745325,0.354393
214.3113533,52.3971891,0.8923
214.3385132,52.3984975,1.02496
214.3084554,52.39249,0.902529
214.2959475,52.392076,0.431
214.2982872,52.3778681,1.03533
214.3111468,52.3776708,0.820961
214.3546475,52.3762886,1.0039
214.3082023,52.3684189,0.7893
214.3239507,52.3681624,2.2894
214.3288867,52.3633615,1.13045
214.3218593,52.3995677,0.427605
214.3375167,52.3955473,1.2363
214.3026667,52.3936891,0.810147
214.3667219,52.3911489,0.4178
214.3263702,52.390715,0.5426
214.3546508,52.387748,0.238336
214.3344257,52.3865022,0.7701
214.2939722,52.3850295,0.4398
214.2878673,52.384719,0.4216
214.3294815,52.3819811,0.813388
214.3212943,52.3799633,0.820182
214.2834573,52.379821,0.5584
214.3037074,52.3785999,0.454
214.2985464,52.3730146,1.02552
214.3479673,52.3685865,0.535882
214.3054286,52.3668967,1.1276
214.3264511,52.365075,0.387155
214.3085669,52.3793155,0.4639
214.364441,52.4038249,0.4701
214.3199608,52.4019543,0.286964
214.3021097,52.3968114,0.8954
214.3662209,52.3927502,0.2562
214.3158149,52.390712,0.428004
214.3376426,52.3879838,0.613797
214.3627547,52.3818126,0.902399
214.3351148,52.3810925,0.249775
214.3157868,52.3804538,0.534287
214.3477493,52.3741374,0.9546
214.3021805,52.3732454,0.901998
214.364065,52.3716707,0.2443
214.3397304,52.3699601,0.5066
214.3058295,52.3626608,0.4891
214.2821759,52.4043723,0.6281
